id,Name,WOType,Task,POID,ProductID,BatchID,AssetType,AssetID,Status,StartDate,EndDate,FacilityID,SiteID,UnitProcedureID,BatchQty
WO-BPO17-17-2-Production-stage1,BPO17-17-2-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO17,P1004,BPO17-17-2,Mills,A183,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-3-MIM,70
WO-BPO17-17-2-Production-stage1,BPO17-17-2-Production-stage1-P1004-F-1-S9,Production-stage1,Granulation,PO17,P1004,BPO17-17-2,Granulators,A182,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-2-GRG,70
WO-BPO17-17-2-LIMS,BPO17-17-2-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-2,Particle Size Analyzers,A194,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-2-LIMS,BPO17-17-2-LIMS-P1004-F-1-S9,LIMS,Chemical Analysis,PO17,P1004,BPO17-17-2,HPLC,A193,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-2-CHA,70
WO-BPO17-17-2-LIMS,BPO17-17-2-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-2,Incubators,A192,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-3-Production-stage1,BPO17-17-3-Production-stage1-P1004-F-1-S9,Production-stage1,Blending,PO17,P1004,BPO17-17-3,Blenders,A184,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-4-BLB,70
WO-BPO17-17-3-Production-stage1,BPO17-17-3-Production-stage1-P1004-F-1-S9,Production-stage1,Distillation equipment,PO17,P1004,BPO17-17-3,Distillation equipment,A186,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-7-DIE,70
WO-BPO17-17-3-Production-stage1,BPO17-17-3-Production-stage1-P1004-F-1-S9,Production-stage1,Extraction equipment,PO17,P1004,BPO17-17-3,Extraction equipment,A187,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-8-EXE,70
WO-BPO17-17-3-LIMS,BPO17-17-3-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-3,Incubators,A192,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.095696,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-3-LIMS,BPO17-17-3-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-3,Particle Size Analyzers,A194,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-3-LIMS,BPO17-17-3-LIMS-P1004-F-1-S9,LIMS,Chemical Analysis,PO17,P1004,BPO17-17-3,HPLC,A193,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-2-CHA,70
WO-BPO17-17-4-Production-stage1,BPO17-17-4-Production-stage1-P1004-F-1-S9,Production-stage1,Reactors,PO17,P1004,BPO17-17-4,Reactors,A185,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-6-RER,70
WO-BPO17-17-4-Production-stage1,BPO17-17-4-Production-stage1-P1004-F-1-S9,Production-stage1,Blending,PO17,P1004,BPO17-17-4,Blenders,A184,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-4-BLB,70
WO-BPO17-17-4-LIMS,BPO17-17-4-LIMS-P1004-F-1-S9,LIMS,Stability Testing,PO17,P1004,BPO17-17-4,Temperature and Humidity Controllers,A196,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-5-STT,70
WO-BPO17-17-4-LIMS,BPO17-17-4-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-4,Particle Size Analyzers,A194,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.105897,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-4-LIMS,BPO17-17-4-LIMS-P1004-F-1-S9,LIMS,Chemical Analysis,PO17,P1004,BPO17-17-4,HPLC,A193,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-2-CHA,70
WO-BPO17-17-5-Production-stage1,BPO17-17-5-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO17,P1004,BPO17-17-5,Mills,A183,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-3-MIM,70
WO-BPO17-17-5-Production-stage1,BPO17-17-5-Production-stage1-P1004-F-1-S9,Production-stage1,Granulation,PO17,P1004,BPO17-17-5,Granulators,A182,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.109895,F-1-S9,S9,PR-2-GRG,70
WO-BPO17-17-5-Production-stage1,BPO17-17-5-Production-stage1-P1004-F-1-S9,Production-stage1,Extraction equipment,PO17,P1004,BPO17-17-5,Extraction equipment,A187,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-8-EXE,70
WO-BPO17-17-5-LIMS,BPO17-17-5-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-5,Incubators,A192,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.113975,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-5-LIMS,BPO17-17-5-LIMS-P1004-F-1-S9,LIMS,Environmental Monitoring,PO17,P1004,BPO17-17-5,Air Particle Counters,A195,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-4-ENM,70
WO-BPO17-17-5-LIMS,BPO17-17-5-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-5,Particle Size Analyzers,A194,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-6-Production-stage1,BPO17-17-6-Production-stage1-P1004-F-1-S9,Production-stage1,Reactors,PO17,P1004,BPO17-17-6,Reactors,A185,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-6-RER,70
WO-BPO17-17-6-Production-stage1,BPO17-17-6-Production-stage1-P1004-F-1-S9,Production-stage1,Granulation,PO17,P1004,BPO17-17-6,Granulators,A182,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-2-GRG,70
WO-BPO17-17-6-Production-stage1,BPO17-17-6-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO17,P1004,BPO17-17-6,Mixers,A181,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-1-MII,70
WO-BPO17-17-6-LIMS,BPO17-17-6-LIMS-P1004-F-1-S9,LIMS,Stability Testing,PO17,P1004,BPO17-17-6,Temperature and Humidity Controllers,A196,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-5-STT,70
WO-BPO17-17-6-LIMS,BPO17-17-6-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-6,Particle Size Analyzers,A194,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-6-LIMS,BPO17-17-6-LIMS-P1004-F-1-S9,LIMS,Environmental Monitoring,PO17,P1004,BPO17-17-6,Air Particle Counters,A195,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.124896,F-1-S9,S9,LI-4-ENM,70
WO-BPO17-17-7-Production-stage1,BPO17-17-7-Production-stage1-P1004-F-1-S9,Production-stage1,Distillation equipment,PO17,P1004,BPO17-17-7,Distillation equipment,A186,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-7-DIE,70
WO-BPO17-17-7-Production-stage1,BPO17-17-7-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO17,P1004,BPO17-17-7,Mills,A183,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-3-MIM,70
WO-BPO17-17-7-Production-stage1,BPO17-17-7-Production-stage1-P1004-F-1-S9,Production-stage1,Reactors,PO17,P1004,BPO17-17-7,Reactors,A185,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-6-RER,70
WO-BPO17-17-7-LIMS,BPO17-17-7-LIMS-P1004-F-1-S9,LIMS,Chemical Analysis,PO17,P1004,BPO17-17-7,HPLC,A193,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-2-CHA,70
WO-BPO17-17-7-LIMS,BPO17-17-7-LIMS-P1004-F-1-S9,LIMS,Environmental Monitoring,PO17,P1004,BPO17-17-7,Air Particle Counters,A195,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-4-ENM,70
WO-BPO17-17-7-LIMS,BPO17-17-7-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-7,Particle Size Analyzers,A194,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-8-Production-stage1,BPO17-17-8-Production-stage1-P1004-F-1-S9,Production-stage1,Granulation,PO17,P1004,BPO17-17-8,Granulators,A182,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-2-GRG,70
WO-BPO17-17-8-Production-stage1,BPO17-17-8-Production-stage1-P1004-F-1-S9,Production-stage1,Reactors,PO17,P1004,BPO17-17-8,Reactors,A185,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-6-RER,70
WO-BPO17-17-8-Production-stage1,BPO17-17-8-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO17,P1004,BPO17-17-8,Mixers,A181,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-1-MII,70
WO-BPO17-17-8-LIMS,BPO17-17-8-LIMS-P1004-F-1-S9,LIMS,Stability Testing,PO17,P1004,BPO17-17-8,Temperature and Humidity Controllers,A196,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-5-STT,70
WO-BPO17-17-8-LIMS,BPO17-17-8-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-8,Particle Size Analyzers,A194,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-8-LIMS,BPO17-17-8-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-8,Incubators,A192,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-9-Production-stage1,BPO17-17-9-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO17,P1004,BPO17-17-9,Mixers,A181,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-1-MII,70
WO-BPO17-17-9-Production-stage1,BPO17-17-9-Production-stage1-P1004-F-1-S9,Production-stage1,Granulation,PO17,P1004,BPO17-17-9,Granulators,A182,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-2-GRG,70
WO-BPO17-17-9-LIMS,BPO17-17-9-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-9,Incubators,A192,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-9-LIMS,BPO17-17-9-LIMS-P1004-F-1-S9,LIMS,Stability Testing,PO17,P1004,BPO17-17-9,Temperature and Humidity Controllers,A196,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-5-STT,70
WO-BPO17-17-9-LIMS,BPO17-17-9-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-9,Particle Size Analyzers,A194,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.154036,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-10-Production-stage1,BPO17-17-10-Production-stage1-P1004-F-1-S9,Production-stage1,Blending,PO17,P1004,BPO17-17-10,Blenders,A184,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.156082,F-1-S9,S9,PR-4-BLB,70
WO-BPO17-17-10-Production-stage1,BPO17-17-10-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO17,P1004,BPO17-17-10,Mills,A183,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.156082,F-1-S9,S9,PR-3-MIM,70
WO-BPO17-17-10-Production-stage1,BPO17-17-10-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO17,P1004,BPO17-17-10,Mixers,A181,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-1-MII,70
WO-BPO17-17-10-LIMS,BPO17-17-10-LIMS-P1004-F-1-S9,LIMS,Environmental Monitoring,PO17,P1004,BPO17-17-10,Air Particle Counters,A195,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-4-ENM,70
WO-BPO17-17-10-LIMS,BPO17-17-10-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-10,Incubators,A192,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-10-LIMS,BPO17-17-10-LIMS-P1004-F-1-S9,LIMS,Stability Testing,PO17,P1004,BPO17-17-10,Temperature and Humidity Controllers,A196,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-5-STT,70
WO-BPO17-17-11-Production-stage1,BPO17-17-11-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO17,P1004,BPO17-17-11,Mixers,A181,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.165083,F-1-S9,S9,PR-1-MII,70
WO-BPO17-17-11-Production-stage1,BPO17-17-11-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO17,P1004,BPO17-17-11,Mills,A183,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-3-MIM,70
WO-BPO17-17-11-LIMS,BPO17-17-11-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-11,Incubators,A192,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-11-LIMS,BPO17-17-11-LIMS-P1004-F-1-S9,LIMS,Environmental Monitoring,PO17,P1004,BPO17-17-11,Air Particle Counters,A195,Completed,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-4-ENM,70
WO-BPO17-17-11-LIMS,BPO17-17-11-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-11,Particle Size Analyzers,A194,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-12-Production-stage1,BPO17-17-12-Production-stage1-P1004-F-1-S9,Production-stage1,Reactors,PO17,P1004,BPO17-17-12,Reactors,A185,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-6-RER,70
WO-BPO17-17-12-Production-stage1,BPO17-17-12-Production-stage1-P1004-F-1-S9,Production-stage1,Blending,PO17,P1004,BPO17-17-12,Blenders,A184,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-4-BLB,70
WO-BPO17-17-12-Production-stage1,BPO17-17-12-Production-stage1-P1004-F-1-S9,Production-stage1,Distillation equipment,PO17,P1004,BPO17-17-12,Distillation equipment,A186,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-7-DIE,70
WO-BPO17-17-12-LIMS,BPO17-17-12-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-12,Particle Size Analyzers,A194,Planned,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO17-17-12-LIMS,BPO17-17-12-LIMS-P1004-F-1-S9,LIMS,Chemical Analysis,PO17,P1004,BPO17-17-12,HPLC,A193,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-2-CHA,70
WO-BPO17-17-12-LIMS,BPO17-17-12-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-12,Incubators,A192,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.181378,F-1-S9,S9,LI-1-MIT,70
WO-BPO17-17-13-Production-stage1,BPO17-17-13-Production-stage1-P1004-F-1-S9,Production-stage1,Blending,PO17,P1004,BPO17-17-13,Blenders,A184,In Progress,2024-05-29 09:50:15.755386,2024-06-13 09:50:19.184386,F-1-S9,S9,PR-4-BLB,50
WO-BPO17-17-13-Production-stage1,BPO17-17-13-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO17,P1004,BPO17-17-13,Mills,A183,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,PR-3-MIM,50
WO-BPO17-17-13-LIMS,BPO17-17-13-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO17,P1004,BPO17-17-13,Incubators,A192,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-1-MIT,50
WO-BPO17-17-13-LIMS,BPO17-17-13-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO17,P1004,BPO17-17-13,Particle Size Analyzers,A194,On Hold,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-3-PHT,50
WO-BPO17-17-13-LIMS,BPO17-17-13-LIMS-P1004-F-1-S9,LIMS,Environmental Monitoring,PO17,P1004,BPO17-17-13,Air Particle Counters,A195,Cancelled,2024-05-29 09:50:15.755386,2024-05-29 09:50:15.755386,F-1-S9,S9,LI-4-ENM,50
WO-BPO18-18-1-Production-stage1,BPO18-18-1-Production-stage1-P1002-F-1-S5,Production-stage1,Distillation equipment,PO18,P1002,BPO18-18-1,Distillation equipment,A102,Completed,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-7-DIE,70
WO-BPO18-18-1-Production-stage1,BPO18-18-1-Production-stage1-P1002-F-1-S5,Production-stage1,Blending,PO18,P1002,BPO18-18-1,Blenders,A100,Planned,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-4-BLB,70
WO-BPO18-18-1-Production-stage1,BPO18-18-1-Production-stage1-P1002-F-1-S5,Production-stage1,Reactors,PO18,P1002,BPO18-18-1,Reactors,A101,Planned,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-6-RER,70
WO-BPO18-18-1-LIMS,BPO18-18-1-LIMS-P1002-F-1-S5,LIMS,Environmental Monitoring,PO18,P1002,BPO18-18-1,Air Particle Counters,A111,On Hold,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-4-ENM,70
WO-BPO18-18-1-LIMS,BPO18-18-1-LIMS-P1002-F-1-S5,LIMS,Stability Testing,PO18,P1002,BPO18-18-1,Temperature and Humidity Controllers,A112,Planned,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-5-STT,70
WO-BPO18-18-1-LIMS,BPO18-18-1-LIMS-P1002-F-1-S5,LIMS,Chemical Analysis,PO18,P1002,BPO18-18-1,HPLC,A109,Planned,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-2-CHA,70
WO-BPO18-18-2-Production-stage1,BPO18-18-2-Production-stage1-P1002-F-1-S5,Production-stage1,Reactors,PO18,P1002,BPO18-18-2,Reactors,A101,Cancelled,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-6-RER,70
WO-BPO18-18-2-Production-stage1,BPO18-18-2-Production-stage1-P1002-F-1-S5,Production-stage1,Granulation,PO18,P1002,BPO18-18-2,Granulators,A98,On Hold,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-2-GRG,70
WO-BPO18-18-2-Production-stage1,BPO18-18-2-Production-stage1-P1002-F-1-S5,Production-stage1,Mixing ingredients,PO18,P1002,BPO18-18-2,Mixers,A97,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.203931,F-1-S5,S5,PR-1-MII,70
WO-BPO18-18-2-LIMS,BPO18-18-2-LIMS-P1002-F-1-S5,LIMS,Microbiological Testing,PO18,P1002,BPO18-18-2,Incubators,A108,On Hold,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-1-MIT,70
WO-BPO18-18-2-LIMS,BPO18-18-2-LIMS-P1002-F-1-S5,LIMS,Chemical Analysis,PO18,P1002,BPO18-18-2,HPLC,A109,Completed,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-2-CHA,70
WO-BPO18-18-2-LIMS,BPO18-18-2-LIMS-P1002-F-1-S5,LIMS,Physical Testing,PO18,P1002,BPO18-18-2,Particle Size Analyzers,A110,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.208900,F-1-S5,S5,LI-3-PHT,70
WO-BPO18-18-3-Production-stage1,BPO18-18-3-Production-stage1-P1002-F-1-S5,Production-stage1,Distillation equipment,PO18,P1002,BPO18-18-3,Distillation equipment,A102,Completed,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-7-DIE,70
WO-BPO18-18-3-Production-stage1,BPO18-18-3-Production-stage1-P1002-F-1-S5,Production-stage1,Blending,PO18,P1002,BPO18-18-3,Blenders,A100,On Hold,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-4-BLB,70
WO-BPO18-18-3-LIMS,BPO18-18-3-LIMS-P1002-F-1-S5,LIMS,Environmental Monitoring,PO18,P1002,BPO18-18-3,Air Particle Counters,A111,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.216982,F-1-S5,S5,LI-4-ENM,70
WO-BPO18-18-3-LIMS,BPO18-18-3-LIMS-P1002-F-1-S5,LIMS,Stability Testing,PO18,P1002,BPO18-18-3,Temperature and Humidity Controllers,A112,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.217968,F-1-S5,S5,LI-5-STT,70
WO-BPO18-18-3-LIMS,BPO18-18-3-LIMS-P1002-F-1-S5,LIMS,Chemical Analysis,PO18,P1002,BPO18-18-3,HPLC,A109,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.217968,F-1-S5,S5,LI-2-CHA,70
WO-BPO18-18-4-Production-stage1,BPO18-18-4-Production-stage1-P1002-F-1-S5,Production-stage1,Extraction equipment,PO18,P1002,BPO18-18-4,Extraction equipment,A103,Cancelled,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-8-EXE,70
WO-BPO18-18-4-Production-stage1,BPO18-18-4-Production-stage1-P1002-F-1-S5,Production-stage1,Granulation,PO18,P1002,BPO18-18-4,Granulators,A98,Cancelled,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-2-GRG,70
WO-BPO18-18-4-Production-stage1,BPO18-18-4-Production-stage1-P1002-F-1-S5,Production-stage1,Milling,PO18,P1002,BPO18-18-4,Mills,A99,Planned,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-3-MIM,70
WO-BPO18-18-4-LIMS,BPO18-18-4-LIMS-P1002-F-1-S5,LIMS,Chemical Analysis,PO18,P1002,BPO18-18-4,HPLC,A109,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.228834,F-1-S5,S5,LI-2-CHA,70
WO-BPO18-18-4-LIMS,BPO18-18-4-LIMS-P1002-F-1-S5,LIMS,Environmental Monitoring,PO18,P1002,BPO18-18-4,Air Particle Counters,A111,Completed,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-4-ENM,70
WO-BPO18-18-4-LIMS,BPO18-18-4-LIMS-P1002-F-1-S5,LIMS,Microbiological Testing,PO18,P1002,BPO18-18-4,Incubators,A108,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.230835,F-1-S5,S5,LI-1-MIT,70
WO-BPO18-18-5-Production-stage1,BPO18-18-5-Production-stage1-P1002-F-1-S5,Production-stage1,Extraction equipment,PO18,P1002,BPO18-18-5,Extraction equipment,A103,Cancelled,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-8-EXE,70
WO-BPO18-18-5-Production-stage1,BPO18-18-5-Production-stage1-P1002-F-1-S5,Production-stage1,Milling,PO18,P1002,BPO18-18-5,Mills,A99,On Hold,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-3-MIM,70
WO-BPO18-18-5-Production-stage1,BPO18-18-5-Production-stage1-P1002-F-1-S5,Production-stage1,Granulation,PO18,P1002,BPO18-18-5,Granulators,A98,In Progress,2024-05-28 09:50:15.755386,2024-06-13 09:50:19.234836,F-1-S5,S5,PR-2-GRG,70
WO-BPO18-18-5-LIMS,BPO18-18-5-LIMS-P1002-F-1-S5,LIMS,Microbiological Testing,PO18,P1002,BPO18-18-5,Incubators,A108,Cancelled,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-1-MIT,70
WO-BPO18-18-5-LIMS,BPO18-18-5-LIMS-P1002-F-1-S5,LIMS,Chemical Analysis,PO18,P1002,BPO18-18-5,HPLC,A109,Completed,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-2-CHA,70
WO-BPO18-18-5-LIMS,BPO18-18-5-LIMS-P1002-F-1-S5,LIMS,Stability Testing,PO18,P1002,BPO18-18-5,Temperature and Humidity Controllers,A112,Cancelled,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,LI-5-STT,70
WO-BPO18-18-6-Production-stage1,BPO18-18-6-Production-stage1-P1002-F-1-S5,Production-stage1,Reactors,PO18,P1002,BPO18-18-6,Reactors,A101,Completed,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-6-RER,70
WO-BPO18-18-6-Production-stage1,BPO18-18-6-Production-stage1-P1002-F-1-S5,Production-stage1,Mixing ingredients,PO18,P1002,BPO18-18-6,Mixers,A97,On Hold,2024-05-28 09:50:15.755386,2024-05-28 09:50:15.755386,F-1-S5,S5,PR-1-MII,70
